1504,4
1504,5
1505,1
1505,2
1505,3
1505,4
1505,5
1505,6
1505,7
1509,1
1509,2
1509,3
1509,4
1509,5
1510,1
1510,4
1510,5
1513,1
1513,2
1513,3
1513,4
1513,5
1513,6
1513,7
1514,6
1514,7
1522,6
1522,7
1538,1
1538,2
1538,3
1538,4
1538,5
1541,1
1541,2
1541,3
1541,4
1541,5
1542,1
1542,4
1545,1
1545,3
1545,5
1545,7
1546,1
1546,2
1546,3
1546,4
1546,5
1546,6
1546,7
1549,1
1549,2
1549,3
1549,4
1549,5
1549,6
1549,7
1550,1
1550,2
1550,3
1550,4
1550,5
1550,6
1550,7
1553,1
1553,2
1553,3
1553,4
1553,5
1554,1
1554,3
1554,5
1554,7
1557,3
1557,5
1557,6
1557,7
1558,1
1558,2
1558,3
1558,4
1558,5
1558,6
1558,7
1562,1
1562,2
1562,3
1562,4
1562,5
1562,1
1562,3
1563,5
1563,6
1563,7
1563,1
1563,4
1563,1
1563,2
1566,3
1566,4
1566,5
1566,1
1566,4
1566,6
1566,7
1570,1
1570,2
1570,3
1570,4
1602,5
1602,6
1602,7
1602,1
1602,2
1602,3
1602,4
1607,5
1607,1
1607,3
1607,5
1622,1
1622,4
1631,6
1631,7
1634,1
1634,7
1637,1
1637,2
1637,3
1637,4
1640,5
1640,2
1640,4
1640,6
1643,1
1643,3
1643,5
1646,1
1646,2
1646,3
1646,4
1649,5
1649,7
1652,6
1652,7
1655,1
1655,4
1655,6
1655,7
1679,1
1679,2
1679,3
1679,4
1682,5
1682,6
1682,7
1682,1
1682,2
1682,3
1682,4
1685,5
1685,6
1685,7
1688,1
1688,2
1688,3
1688,4
1691,5
1691,1
1691,2
1691,3
1691,4
